Area Type,Area Name (County Names),Period,SOC Level,Standard Occupational Classification (SOC),Occupational Title,Base Year Employment Estimate,Projected Year Employment Estimate,Numeric Change,Percentage Change,Exits,Transfers,Total  Job Openings,Median Hourly Wage,Median Annual Wage,Entry Level Education,Work Experience,Job Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-3039,"Psychologists, All Other",630,660,30,4.8,140,310,480,58.15,120954.0,Master's degree,≥5 years,Internship/residency
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-3051,Urban and Regional Planners,530,600,70,13.2,90,430,590,40.92,85117.0,Master's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-3091,Anthropologists and Archeologists,130,180,50,38.5,50,130,230,30.53,63499.0,Master's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-3099,"Social Scientists and Related Workers, All Other",470,520,50,10.6,160,410,620,42.19,87750.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,3,19-4000,"Life, Physical, and Social Science Technicians",3350,3990,640,19.1,840,3270,4750,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-4011,Agricultural and Food Science Technicians,110,130,20,18.2,30,120,170,29.000779941373487,60176.83396147404,Associate's degree,≥5 years,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-4021,Biological Technicians,540,670,130,24.1,90,550,770,23.61,49103.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-4031,Chemical Technicians,700,790,90,12.9,140,600,830,21.78,45300.0,Associate's degree,≥5 years,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-4061,Social Science Research Assistants,100,130,30,30.0,30,100,160,28.54,59365.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-4091,"Environmental Science and Protection Technicians, Including Health",590,690,100,16.9,170,580,850,29.000779941373487,60176.83396147404,Associate's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-4092,Forensic Science Technicians,210,250,40,19.0,60,210,310,45.19,93995.0,Bachelor's degree,≥5 years,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,19-4099,"Life, Physical, and Social Science Technicians, All Other",850,1020,170,20.0,260,850,1280,23.51,48902.0,Associate's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,2,21-0000,Community and Social Service Occupations,25680,29610,3930,15.3,9540,19580,33050,24.96,51921.0,No information available,<5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,3,21-1000,"Counselors, Social Workers, and Other Community and Social Service Specialists",22930,26670,3740,16.3,8150,17600,29490,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1012,"Educational, Guidance, School, and Vocational Counselors",2740,3010,270,9.9,930,2010,3210,34.6,71963.0,Master's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1013,Marriage and Family Therapists,3380,4310,930,27.5,1250,2690,4870,25.12,52252.0,Master's degree,≥5 years,Internship/residency
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1015,Rehabilitation Counselors,1180,1300,120,10.2,400,870,1390,14.69,30554.0,Master's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",4270,5420,1150,26.9,1570,3390,6110,23.49,48872.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1019,"Counselors, All Other",250,280,30,12.0,90,180,300,21.34,44389.0,Master's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1021,"Child, Family, and School Social Workers",2470,2640,170,6.9,760,1740,2670,25.71,53481.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1022,Healthcare Social Workers,1630,1910,280,17.2,520,1200,2000,35.33,73490.0,Master's degree,≥5 years,Internship/residency
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1023,Mental Health and Substance Abuse Social Workers,660,750,90,13.6,210,480,780,23.69,49265.0,Master's degree,≥5 years,Internship/residency
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1029,"Social Workers, All Other",1010,1090,80,7.9,310,710,1100,40.05,83309.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1091,Health Educators,600,640,40,6.7,230,470,740,26.86,55870.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1092,Probation Officers and Correctional Treatment Specialists,430,450,20,4.7,100,280,400,46.92,97594.0,Bachelor's degree,≥5 years,Short-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1093,Social and Human Service Assistants,2980,3440,460,15.4,1280,2530,4270,20.02,41649.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1094,Community Health Workers,250,270,20,8.0,100,200,320,20.86,43391.0,High school diploma or equivalent,≥5 years,Short-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-1099,"Community and Social Service Specialists, All Other",1090,1170,80,7.3,420,850,1350,23.52,48923.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,3,21-2000,Religious Workers,2750,2940,190,6.9,1380,1980,3550,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-2011,Clergy,1180,1260,80,6.8,530,790,1400,22.91,47651.0,Bachelor's degree,≥5 years,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-2021,"Directors, Religious Activities and Education",1080,1150,70,6.5,550,830,1450,27.6,57411.0,Bachelor's degree,<5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,21-2099,"Religious Workers, All Other",500,530,30,6.0,300,370,700,16.73,34800.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,2,23-0000,Legal Occupations,15590,17200,1610,10.3,4220,6880,12710,53.79,111887.0,No information available,<5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,3,23-1000,"Lawyers, Judges, and Related Workers",9980,10900,920,9.2,2230,2770,5920,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,23-1011,Lawyers,9470,10350,880,9.3,2130,2620,5630,91.41,190140.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,23-1012,Judicial Law Clerks,110,120,10,9.1,20,40,70,27.09,56337.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",200,210,10,5.0,40,50,100,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,Short-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,23-1023,"Judges, Magistrate Judges, and Magistrates",130,140,10,7.7,30,40,80,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,Short-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,3,23-2000,Legal Support Workers,5610,6310,700,12.5,1990,4110,6800,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,23-2011,Paralegals and Legal Assistants,4470,5100,630,14.1,1600,3470,5700,26.59,55308.0,Associate's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,23-2093,"Title Examiners, Abstractors, and Searchers",450,490,40,8.9,160,260,460,25.05,52100.0,High school diploma or equivalent,≥5 years,Moderate-term on-the-job training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,23-2099,"Legal Support Workers, All Other",640,680,40,6.3,220,370,630,27.03,56214.0,Associate's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,2,25-0000,"Education, Training, and Library Occupations",89370,95950,6580,7.4,39770,45930,92280,28.91,60130.0,No information available,<5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,3,25-1000,Postsecondary Teachers,15890,17270,1380,8.7,6100,7610,15090,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1011,"Business Teachers, Postsecondary",500,580,80,16.0,200,250,530,29.000779941373487,116137.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1021,"Computer Science Teachers, Postsecondary",200,220,20,10.0,80,100,200,29.000779941373487,135718.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1022,"Mathematical Science Teachers, Postsecondary",420,440,20,4.8,160,200,380,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1032,"Engineering Teachers, Postsecondary",140,150,10,7.1,50,70,130,29.000779941373487,114068.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1042,"Biological Science Teachers, Postsecondary",380,430,50,13.2,150,190,390,29.000779941373487,129458.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",120,120,0,0.0,40,50,90,29.000779941373487,132504.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1052,"Chemistry Teachers, Postsecondary",180,190,10,5.6,70,90,170,29.000779941373487,123340.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1054,"Physics Teachers, Postsecondary",100,100,0,0.0,40,50,90,29.000779941373487,125307.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1066,"Psychology Teachers, Postsecondary",360,400,40,11.1,140,170,350,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1067,"Sociology Teachers, Postsecondary",120,130,10,8.3,50,60,120,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1069,"Social Sciences Teachers, Postsecondary, All Other",120,120,0,0.0,50,60,110,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1071,"Health Specialties Teachers, Postsecondary",1180,1490,310,26.3,490,610,1410,29.000779941373487,127467.0,Doctoral or professional degree,<5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1072,"Nursing Instructors and Teachers, Postsecondary",370,450,80,21.6,150,190,420,29.000779941373487,60176.83396147404,Doctoral or professional degree,<5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1081,"Education Teachers, Postsecondary",440,480,40,9.1,170,210,420,29.000779941373487,104403.0,Doctoral or professional degree,<5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",150,170,20,13.3,60,70,150,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",950,1010,60,6.3,360,450,870,29.000779941373487,118738.0,Master's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1122,"Communications Teachers, Postsecondary",270,280,10,3.7,100,130,240,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1123,"English Language and Literature Teachers, Postsecondary",570,600,30,5.3,220,270,520,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1124,"Foreign Language and Literature Teachers, Postsecondary",270,290,20,7.4,100,130,250,29.000779941373487,60176.83396147404,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1125,"History Teachers, Postsecondary",160,170,10,6.3,60,80,150,29.000779941373487,105402.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1126,"Philosophy and Religion Teachers, Postsecondary",170,190,20,11.8,70,80,170,29.000779941373487,103406.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1191,Graduate Teaching Assistants,1950,2110,160,8.2,750,930,1840,29.000779941373487,60176.83396147404,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",170,170,0,0.0,60,80,140,29.000779941373487,114876.0,Doctoral or professional degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-1194,"Vocational Education Teachers, Postsecondary",960,1020,60,6.3,360,450,870,56.03,116536.0,Bachelor's degree,<5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,3,25-2000,"Preschool, Primary, Secondary, and Special Education School Teachers",34430,36140,1710,5.0,11300,16140,29150,21.038139534883715,43758.32558139535,No information available,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-2011,"Preschool Teachers, Except Special Education",5160,5410,250,4.8,2090,3210,5550,15.41,32055.0,Associate's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-2012,"Kindergarten Teachers, Except Special Education",1040,1090,50,4.8,420,650,1120,29.000779941373487,85041.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-2021,"Elementary School Teachers, Except Special Education",13760,14460,700,5.1,4390,6020,11110,29.000779941373487,97342.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",2010,2120,110,5.5,640,880,1630,29.000779941373487,99333.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",8300,8730,430,5.2,2360,3600,6390,29.000779941373487,92107.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-2032,"Career/Technical Education Teachers, Secondary School",320,330,10,3.1,90,140,240,29.000779941373487,88279.0,Bachelor's degree,<5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",2170,2260,90,4.1,730,930,1750,29.000779941373487,94140.0,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-2053,"Special Education Teachers, Middle School",180,190,10,5.6,60,80,150,29.000779941373487,60176.83396147404,Bachelor's degree,≥5 years,No Training
Metropolitan Area,Anaheim-Santa Ana-Irvine MD (Orange County),2018-2028,4,25-2054,"Special Education Teachers, Secondary School",1300,1360,60,4.6,440,560,1060,29.000779941373487,60176.83396147404,Bachelor's degree,≥5 years,No Training
